"word","ELAINE","FRANK","GEORGE","JERRY","KRAMER","NEWMAN","OTHER","gram","sum"
"news oh",1,0,0,1,0,0,1,2,3
"news woman",1,0,0,1,0,0,0,2,2
"news yeah",0,0,1,0,2,0,0,2,3
"newspaper clark",0,0,1,0,1,0,0,2,2
"next alright",0,0,0,0,1,0,1,2,2
"next date",1,0,1,0,0,0,0,2,2
"next day",1,1,1,3,1,0,4,2,11
"next door",2,0,0,5,2,0,5,2,14
"next friday",0,1,1,1,0,0,0,2,3
"next guest",0,0,0,0,1,0,2,2,3
"next man",1,0,1,0,0,0,0,2,2
"next right",0,0,0,1,0,0,1,2,2
"next stop",1,0,0,1,1,0,5,2,8
"next thing",0,0,6,3,3,0,2,2,14
"next think",0,0,1,0,1,0,2,2,4
"next time",0,0,2,8,4,0,7,2,21
"next wednesday",0,0,0,4,0,0,3,2,7
"next week",4,0,2,4,1,0,5,2,16
"nexus universe",0,0,0,1,1,0,0,2,2
"nice couple",1,0,0,0,0,0,1,2,2
"nice day",0,0,1,0,0,0,3,2,4
"nice dont",0,1,0,0,0,0,2,2,3
"nice em",1,0,0,1,0,0,0,2,2
"nice enough",1,0,0,2,0,0,1,2,4
"nice face",2,0,1,2,0,0,2,2,7
"nice gesture",0,0,0,2,1,0,3,2,6
"nice get",1,0,0,1,1,0,1,2,4
"nice girl",0,0,0,1,2,0,1,2,4
"nice glasses",0,0,1,1,0,0,0,2,2
"nice going",1,0,0,1,0,0,0,2,2
"nice got",0,0,1,0,1,0,0,2,2
"nice guy",0,1,5,5,0,0,3,2,14
"nice hello",0,0,0,1,0,0,1,2,2
"nice hes",1,0,1,0,0,0,0,2,2
"nice hey",1,0,1,0,1,0,4,2,7
"nice im",2,0,0,3,2,0,0,2,7
"nice jacket",0,0,0,1,0,0,2,2,3
"nice jerry",0,0,1,0,1,0,0,2,2
"nice job",0,0,0,1,0,0,2,2,3
"nice just",0,0,1,0,0,0,1,2,2
"nice kind",1,0,0,1,0,0,1,2,3
"nice knew",1,0,1,0,0,0,0,2,2
"nice know",2,0,0,1,1,0,2,2,6
"nice life",0,0,1,1,0,0,0,2,2
"nice like",2,0,1,1,0,0,0,2,4
"nice listen",2,0,1,0,0,0,0,2,3
"nice little",1,0,1,1,0,0,1,2,4
"nice looking",1,0,0,2,0,0,0,2,3
"nice looks",0,0,1,0,0,0,1,2,2
"nice man",1,0,0,0,0,0,1,2,2
"nice meet",9,0,3,9,2,0,24,2,47
"nice meeting",1,0,2,5,1,0,17,2,26
"nice mention",0,0,1,0,0,0,1,2,2
"nice night",0,0,0,1,0,0,1,2,2
"nice people",4,0,4,1,0,0,1,2,10
"nice person",1,0,0,3,0,0,0,2,4
"nice place",0,0,0,3,0,1,1,2,5
"nice really",0,0,2,1,1,0,0,2,4
"nice see",3,0,3,2,0,0,4,2,12
"nice seeing",0,0,0,1,0,3,2,2,6
"nice shes",1,0,1,1,0,0,1,2,4
"nice shoes",0,0,0,1,0,0,1,2,2
"nice thats",1,0,3,3,0,0,0,2,7
"nice think",0,0,1,1,0,0,0,2,2
"nice time",0,0,0,0,1,0,1,2,2
"nice trip",1,0,0,1,0,2,0,2,4
"nice warm",0,0,1,0,1,0,0,2,2
"nice well",1,0,0,1,1,0,0,2,3
"nice yeah",0,0,0,1,0,0,1,2,2
"nice yes",2,0,0,0,1,0,0,2,3
"nicely im",0,0,0,1,0,0,1,2,2
"nicole miller",1,0,0,0,0,0,1,2,2
"nicole millers",2,0,0,0,0,0,3,2,5
"night alright",0,0,0,0,1,0,1,2,2
"night black",0,0,2,0,1,0,0,2,3
"night cant",2,0,1,2,2,0,0,2,7
"night cause",0,0,0,1,1,0,0,2,2
"night dont",0,0,1,0,0,0,3,2,4
"night doorman",1,0,0,0,0,0,1,2,2
"night found",0,0,1,0,1,0,0,2,2
"night give",0,0,1,0,0,0,1,2,2
"night go",0,0,1,1,0,0,0,2,2
"night going",1,0,0,0,1,0,0,2,2
"night got",1,0,1,2,1,0,1,2,6
"night great",0,0,0,1,1,0,0,2,2
"night guy",1,0,0,6,0,0,0,2,7
"night heard",0,0,1,0,0,0,2,2,3
"night hes",0,0,0,1,0,0,1,2,2
"night hey",1,0,1,2,0,0,1,2,5
"night huh",1,0,1,0,0,0,0,2,2
"night id",0,0,0,2,0,0,1,2,3
"night ill",0,0,1,1,0,0,2,2,4
"night im",0,0,2,3,1,0,2,2,8
"night jerry",0,0,1,1,0,0,2,2,4
"night know",4,0,3,5,1,0,1,2,14
"night like",0,0,1,1,0,0,0,2,2
"night long",0,0,0,2,0,0,1,2,3
"night man",0,0,0,0,1,0,1,2,2
"night matter",0,0,0,0,1,0,2,2,3
"night mean",0,0,0,1,0,0,1,2,2
"night oh",4,0,0,5,0,0,1,2,10
"night ok",0,0,1,0,0,0,1,2,2
"night optional",1,0,0,1,0,0,0,2,2
"night pick",0,0,0,1,0,0,1,2,2
"night really",0,0,0,1,0,0,3,2,4
"night right",1,0,1,2,0,0,1,2,5
"night saw",0,0,0,0,1,0,1,2,2
"night say",0,0,1,1,0,0,0,2,2
"night shes",0,0,0,1,1,0,0,2,2
"night tell",1,0,0,1,0,0,0,2,2
"night think",0,0,1,1,0,0,4,2,6
"night told",1,0,1,0,0,0,2,2,4
"night uh",0,0,0,0,1,1,0,2,2
"night wanna",0,0,1,1,0,0,0,2,2
"night want",0,0,1,1,0,0,0,2,2
"night well",2,0,0,1,0,0,2,2,5
"night went",1,0,0,1,0,0,0,2,2
"night yada",0,0,1,0,0,0,1,2,2
"night yeah",1,0,1,3,3,0,1,2,9
"night yes",0,0,0,2,0,0,1,2,3
"night youll",1,0,0,1,0,0,0,2,2
"night youre",0,0,0,1,1,0,2,2,4
"nights ago",0,0,0,1,1,0,1,2,3
"nina nina",1,0,0,0,0,0,1,2,2
"nina thats",1,0,0,1,0,0,0,2,2
"nine hundred",1,0,0,0,0,0,1,2,2
"nine know",0,0,0,0,1,0,1,2,2
"nine o",1,0,0,2,0,0,1,2,4
"nine oclock",0,0,0,1,1,0,0,2,2
"nine sixty",0,0,1,1,0,0,0,2,2
"nine thousand",0,0,0,1,0,0,4,2,5
"ninetyfive hundred",1,0,0,0,0,0,1,2,2
"ninetynine percent",1,0,0,1,0,0,0,2,2
"nobody beats",1,0,0,1,0,0,0,2,2
"nobody better",0,0,1,1,0,0,0,2,2
"nobody can",1,0,0,2,0,0,2,2,5
"nobody ever",1,0,0,0,0,0,1,2,2
"nobody knows",0,0,1,2,0,0,1,2,4
"nobody likes",1,0,0,0,0,0,2,2,3
"nobody needs",0,0,0,1,0,1,0,2,2
"nobody put",0,0,0,0,2,0,1,2,3
"nobody really",0,0,0,1,0,0,1,2,2
"nobodys perfect",0,0,1,0,0,0,1,2,2
"noise know",0,0,1,3,0,0,0,2,4
"noise noise",1,0,0,0,0,0,1,2,2
"non smoking",0,0,0,1,0,0,1,2,2
"none business",0,0,2,0,0,0,1,2,3
"none left",0,0,1,1,0,0,0,2,2
"noones gonna",1,0,0,1,0,0,1,2,3
"nope dont",1,0,0,1,0,0,0,2,2
"noreen hitting",1,0,0,0,0,0,1,2,2
"normal guy",1,0,0,1,0,0,0,2,2
"normal man",1,0,1,0,0,0,0,2,2
"normal person",0,0,0,1,0,0,1,2,2
"normal youre",2,0,0,1,0,0,0,2,3
"north dakota",0,0,1,1,0,0,0,2,2
"nose im",1,0,1,0,0,0,0,2,2
"nose job",1,0,3,0,2,0,1,2,7
"nose pierced",1,0,1,0,0,0,0,2,2
"nostrils getting",0,0,0,1,0,0,1,2,2
"note cant",1,0,0,1,0,0,0,2,2
"note oh",0,0,1,0,1,0,0,2,2
"nothin much",0,0,2,1,0,0,0,2,3
"nothin now",0,0,0,1,0,0,1,2,2
"nothin well",2,0,0,0,1,0,0,2,3
"nothing better",2,0,1,0,0,0,3,2,6
"nothing can",0,0,2,2,0,0,2,2,6
"nothing cant",1,0,2,1,0,0,0,2,4
"nothing cmon",0,0,0,0,1,0,1,2,2
"nothing come",1,0,0,0,0,0,1,2,2
"nothing didnt",1,0,2,1,0,0,0,2,4
"nothing dont",0,0,3,5,1,0,0,2,9
"nothing else",0,0,1,2,1,0,0,2,4
"nothing except",1,0,1,0,0,0,0,2,2
"nothing fine",0,0,1,1,0,0,0,2,2
"nothing forget",2,0,1,0,0,0,0,2,3
"nothing george",0,0,1,0,0,0,1,2,2
"nothing get",0,0,1,1,0,0,0,2,2
"nothing going",0,0,1,1,0,0,0,2,2
"nothing good",0,0,1,1,0,0,1,2,3
"nothing got",1,0,2,2,1,0,1,2,7
"nothing happened",0,0,1,2,1,0,0,2,4
"nothing happens",1,0,2,0,1,0,0,2,4
"nothing hate",1,0,0,0,0,0,1,2,2
"nothing havent",0,0,1,0,1,0,0,2,2
"nothing hey",1,0,0,2,1,0,0,2,4
"nothing idea",0,0,1,1,0,0,0,2,2
"nothing im",2,0,4,2,1,0,1,2,10
"nothing jerry",2,0,1,0,1,0,0,2,4
"nothing just",3,0,0,5,1,1,1,2,11
"nothing know",0,0,1,2,0,0,0,2,3
"nothing left",0,0,0,1,1,0,0,2,2
"nothing like",1,0,3,0,2,0,1,2,7
"nothing listen",1,0,0,1,0,0,0,2,2
"nothing much",1,0,1,0,0,0,0,2,2
"nothing never",0,0,1,1,0,0,0,2,2
"nothing nothing",6,0,4,4,5,0,4,2,23
"nothing oh",2,0,0,3,2,0,3,2,10
"nothing ok",1,0,0,0,0,0,1,2,2
"nothing part",0,0,0,1,1,0,0,2,2
"nothing please",1,0,0,0,0,0,2,2,3
"nothing read",2,0,0,1,0,0,0,2,3
"nothing really",1,0,2,1,0,0,5,2,9
"nothing said",1,0,1,0,0,0,0,2,2
"nothing say",0,0,1,1,0,0,0,2,2
"nothing see",0,0,0,1,1,0,0,2,2
"nothing something",0,0,1,2,0,0,0,2,3
"nothing stop",0,0,1,1,0,0,0,2,2
"nothing talk",1,0,3,2,0,0,1,2,7
"nothing thats",0,0,1,1,0,0,0,2,2
"nothing think",1,0,3,1,0,0,0,2,5
"nothing weather",0,1,0,0,1,0,0,2,2
"nothing well",1,0,2,3,0,0,1,2,7
"nothing whats",2,0,0,3,0,0,0,2,5
"nothing will",0,0,1,0,0,0,1,2,2
"nothing wont",0,0,1,0,0,0,1,2,2
"nothing wrong",2,0,2,5,1,0,4,2,14
"nothing yeah",0,0,1,0,0,0,1,2,2
"nothing yes",0,0,0,1,0,0,1,2,2
"nothing youre",0,1,2,3,1,0,0,2,7
"notice anything",1,0,0,2,0,0,1,2,4
"notice uh",0,0,1,0,1,0,0,2,2
"noticed mean",1,0,0,1,0,0,0,2,2
"noticed people",1,0,1,1,0,0,0,2,3
"now alright",1,0,0,3,0,0,0,2,4
"now anyway",0,0,1,0,0,0,1,2,2
"now arent",0,0,0,1,1,0,0,2,2
"now ask",1,0,0,1,0,0,0,2,2
"now big",0,0,1,0,1,0,0,2,2
"now botticellis",1,0,0,0,2,0,0,2,3
"now buy",0,0,1,1,0,0,0,2,2
"now call",0,0,1,2,0,0,2,2,5
"now calm",0,0,0,0,3,0,1,2,4
"now can",2,0,1,3,1,0,1,2,8
"now cant",1,0,2,5,3,0,3,2,14
"now come",0,0,0,3,9,1,3,2,16
"now didnt",0,0,1,0,1,0,1,2,3
"now dont",3,0,5,6,5,1,8,2,28
"now drop",0,0,0,1,0,0,1,2,2
"now elaine",0,0,0,3,1,0,0,2,4
"now everyones",0,0,1,0,0,0,1,2,2
"now exactly",1,0,1,0,0,0,0,2,2
"now face",0,0,0,0,1,0,1,2,2
"now george",1,1,0,0,1,0,3,2,6
"now get",1,1,4,8,5,0,9,2,28
"now gimme",0,0,2,0,1,0,0,2,3
"now give",4,0,0,2,1,0,3,2,10
"now go",2,0,2,1,1,0,1,2,7
"now going",0,0,0,0,2,0,2,2,4
"now gonna",0,0,7,4,3,0,1,2,15
"now got",1,2,2,3,2,0,4,2,14
"now gotta",0,0,2,5,8,0,1,2,16
"now guess",0,1,0,1,0,0,0,2,2
"now guy",0,0,0,1,0,0,1,2,2
"now happened",0,0,1,2,0,0,0,2,3
"now hear",1,0,0,0,0,0,2,2,3
"now hell",0,0,0,1,0,0,1,2,2
"now hello",0,0,1,2,0,0,0,2,3
"now heres",1,0,0,2,3,0,0,2,6
"now hes",5,0,3,5,3,0,2,2,18
"now hey",2,0,1,2,5,0,1,2,11
"now hold",0,0,1,1,0,0,0,2,2
"now id",0,0,0,1,0,0,2,2,3
"now ill",1,0,3,2,2,0,4,2,12
"now im",7,0,13,9,14,1,4,2,48
"now itll",1,0,0,1,0,0,0,2,2
"now ive",1,0,0,2,2,0,4,2,9
"now jerry",2,0,3,1,3,0,0,2,9
"now just",1,0,3,2,1,0,4,2,11
"now know",3,0,4,12,5,1,7,2,32
"now kramer",0,0,3,3,0,0,0,2,6
"now let",1,0,0,0,2,0,1,2,4
"now lets",1,0,1,1,2,0,1,2,6
"now like",0,0,1,1,3,0,2,2,7
"now listen",3,0,4,4,8,0,3,2,22
"now long",0,0,0,1,0,0,1,2,2
"now look",3,0,0,2,11,0,1,2,17
"now looking",0,0,1,0,1,0,0,2,2
"now looks",1,0,0,0,1,0,0,2,2
"now maybe",1,0,0,1,0,0,0,2,2
"now mention",0,0,0,1,1,0,0,2,2
"now moving",1,0,0,0,0,0,1,2,2
"now need",0,0,1,1,0,1,0,2,3
"now never",0,0,1,0,1,0,0,2,2
"now now",1,0,0,0,6,0,0,2,7
"now oh",1,0,5,5,4,0,3,2,18
"now okay",1,0,0,2,0,0,1,2,4
"now one",0,0,0,2,2,0,1,2,5
"now people",1,0,0,2,0,0,0,2,3
"now play",0,0,1,0,0,0,1,2,2
"now please",0,0,1,1,0,1,4,2,7
"now put",1,0,0,1,0,0,1,2,3
"now really",0,0,1,3,1,0,0,2,5
"now right",0,0,2,1,1,0,4,2,8
"now said",0,0,1,0,1,0,0,2,2
"now say",1,0,3,1,0,0,1,2,6
"now says",0,0,0,0,1,0,1,2,2
"now see",1,0,3,3,3,0,1,2,11
"now serenity",0,1,0,0,5,0,0,2,6
"now shes",0,0,1,6,0,0,0,2,7
"now shut",0,1,2,0,0,0,0,2,3
"now someones",0,0,1,1,0,0,0,2,2
"now something",1,0,0,0,0,0,1,2,2
"now stop",0,0,1,0,1,0,0,2,2
"now supposed",0,0,0,1,1,0,0,2,2
"now take",1,0,1,0,0,0,1,2,3
"now tell",1,0,0,2,0,0,0,2,3
"now thats",2,0,1,6,2,0,4,2,15
"now theres",1,0,1,2,1,0,0,2,5
"now theyll",1,0,0,1,1,0,0,2,3
"now theyre",0,0,0,1,1,0,0,2,2
"now think",2,0,0,4,1,0,1,2,8
"now time",0,0,2,1,0,0,1,2,4
"now told",0,0,0,1,0,1,0,2,2
"now turn",0,0,0,1,0,0,1,2,2
"now uh",0,0,2,1,3,0,3,2,9
"now wanna",0,0,1,1,0,0,1,2,3
"now want",2,0,3,5,0,0,1,2,11
"now wants",2,0,2,0,1,0,0,2,5
"now well",7,0,0,4,5,0,5,2,21
"now whats",1,0,1,3,3,0,1,2,9
"now wheres",0,0,0,1,1,0,0,2,2
"now whos",3,0,0,0,1,0,1,2,5
"now will",1,1,4,1,0,0,3,2,10
"now wonder",1,0,0,0,0,0,1,2,2
"now wont",0,0,1,0,1,0,1,2,3
"now yeah",3,0,2,8,3,0,0,2,16
"now yes",0,0,1,2,0,0,2,2,5
"now youll",0,2,1,1,1,0,1,2,6
"now youre",6,1,7,11,10,1,5,2,41
"now youve",0,0,1,0,1,0,1,2,3
"nudist colonies",1,0,0,1,0,0,0,2,2
"nudist colony",1,0,1,0,0,0,2,2,4
"number aids",1,0,0,2,0,0,3,2,6
"number can",0,0,0,1,0,0,1,2,2
"number ill",0,0,0,1,0,0,3,2,4
"number im",2,0,0,1,0,0,0,2,3
"number jerry",1,0,0,0,0,0,1,2,2
"number just",0,0,0,1,0,0,3,2,4
"number nine",1,0,0,1,0,0,0,2,2
"number oh",1,0,0,1,1,0,0,2,3
"number one",0,0,1,4,0,0,4,2,9
"number see",1,0,0,1,0,0,0,2,2
"number thats",1,0,0,0,0,0,1,2,2
"number think",1,0,0,1,0,0,0,2,2
"number ticket",0,0,0,0,1,0,1,2,2
"number two",0,0,0,2,1,0,0,2,3
"number uh",0,0,0,1,0,0,1,2,2
"number well",0,0,4,0,0,0,1,2,5
"number yeah",1,0,0,1,2,0,1,2,5
"numbers go",1,0,0,1,0,0,0,2,2
"nut house",0,0,1,0,1,0,0,2,2
"nut know",0,0,1,0,0,0,1,2,2
"nuthin took",1,0,0,1,0,0,0,2,2
"nuts didnt",1,0,1,0,0,0,0,2,2
"nuts feel",0,0,1,1,0,0,0,2,2
"nuts hey",0,0,1,0,0,0,1,2,2
"nuts youre",0,0,1,1,0,0,0,2,2
"o clock",3,0,3,5,1,0,4,2,16
"obligation know",1,0,0,1,0,0,0,2,2
"obrien just",0,0,0,1,0,0,1,2,2
"obrien long",0,0,0,1,1,0,0,2,2
"obrien obrien",0,0,1,0,1,0,0,2,2
"obrien really",0,0,1,0,0,0,1,2,2
"obrien well",0,0,0,0,1,0,1,2,2
"obvious know",0,0,2,0,1,0,0,2,3
"obviously know",1,0,0,1,0,0,0,2,2
"obviously never",1,0,0,1,0,0,0,2,2
"obviously well",0,0,2,1,0,0,0,2,3
"ocean called",0,0,1,1,0,0,2,2,4
"oclock morning",0,0,1,3,1,0,2,2,7
"oclock oh",0,0,0,2,0,0,1,2,3
"oclock tomorrow",0,0,0,1,0,0,3,2,4
"odour loathe",0,0,0,0,1,1,0,2,2
"offer anything",2,0,0,1,0,0,1,2,4
"office alright",1,0,1,0,0,0,1,2,3
"office didnt",0,0,0,1,0,1,0,2,2
"office go",0,0,0,1,0,0,1,2,2
"office going",0,0,1,1,0,0,0,2,2
"office great",0,0,1,1,0,0,0,2,2
"office im",0,0,1,1,0,0,1,2,3
"office know",0,0,1,1,0,0,1,2,3
"office mr",2,0,0,0,0,0,1,2,3
"office oh",0,0,1,0,0,0,2,2,3
"office tell",1,0,0,0,0,0,1,2,2
"office uh",0,0,0,1,1,0,0,2,2
"office well",0,0,1,2,1,0,2,2,6
"office yeah",2,0,2,0,0,0,0,2,4
"officer hes",0,0,0,1,0,0,1,2,2
"oh absolutely",0,0,1,1,0,0,0,2,2
"oh actually",0,0,0,1,0,0,4,2,5
"oh ah",6,0,2,0,1,0,4,2,13
"oh alright",2,0,1,2,1,0,1,2,7
"oh always",2,0,1,0,0,0,0,2,3
"oh awful",1,0,0,1,0,0,0,2,2
"oh baby",1,0,0,0,3,0,0,2,4
"oh back",1,0,0,1,0,0,2,2,4
"oh bad",0,0,1,2,1,0,0,2,4
"oh ballet",1,0,0,1,0,0,0,2,2
"oh beautiful",0,0,2,5,2,0,0,2,9
"oh big",1,0,1,2,3,0,0,2,7
"oh blue",1,0,0,0,0,0,2,2,3
"oh bob",1,0,0,1,0,0,0,2,2
"oh bought",0,0,0,0,2,4,1,2,7
"oh boy",4,1,13,10,17,0,3,2,48
"oh broke",0,0,1,0,1,0,0,2,2
"oh can",2,0,2,4,4,1,3,2,16
"oh cant",8,0,4,9,1,0,4,2,26
"oh car",0,0,1,0,0,0,1,2,2
"oh certainly",1,0,0,0,0,0,1,2,2
"oh check",1,0,0,1,1,0,0,2,3
"oh cmon",3,0,1,1,1,0,1,2,7
"oh come",27,0,7,28,21,0,11,2,94
"oh coming",1,0,0,1,0,0,0,2,2
"oh congratulations",2,0,0,1,1,0,1,2,5
"oh cos",0,0,0,4,0,0,1,2,5
"oh couldnt",2,0,0,2,0,0,0,2,4
"oh course",3,0,6,1,2,0,1,2,13
"oh damn",1,0,0,1,0,0,4,2,6
"oh dear",1,0,0,0,0,0,3,2,4
"oh deena",0,0,1,0,0,0,1,2,2
"oh didnt",4,0,2,8,3,0,3,2,20
"oh doesnt",1,0,0,1,0,0,1,2,3
"oh dogs",1,0,0,0,0,0,1,2,2
"oh done",1,0,0,1,0,0,1,2,3
"oh dont",15,0,10,27,12,1,22,2,87
"oh elaine",2,0,0,5,4,0,19,2,30
"oh end",1,0,0,0,0,0,3,2,4
"oh excuse",1,0,0,1,0,0,2,2,4
"oh fantastic",3,0,0,0,2,0,0,2,5
"oh father",1,0,0,0,0,0,1,2,2
"oh forget",1,0,0,1,0,0,1,2,3
"oh forgot",3,0,0,6,1,0,4,2,14
"oh friend",0,0,2,0,0,0,2,2,4
"oh friends",0,0,1,0,0,0,1,2,2
"oh funny",0,0,0,2,0,0,1,2,3
"oh gee",0,0,0,1,1,1,0,2,3
"oh george",3,0,2,5,1,0,12,2,23
"oh get",1,1,2,4,3,0,6,2,17
"oh go",4,0,2,2,4,0,3,2,15
"oh god",79,0,49,56,3,1,46,2,234
"oh going",4,0,0,1,1,0,1,2,7
"oh gonna",1,0,2,0,1,0,0,2,4
"oh good",6,0,6,6,1,0,8,2,27
"oh goodbye",2,0,0,0,0,0,1,2,3
"oh goodness",1,0,0,0,0,0,3,2,4
"oh gosh",1,0,4,0,0,0,1,2,6
"oh got",10,0,8,6,10,0,5,2,39
"oh gotta",1,0,2,2,5,0,0,2,10
"oh great",13,0,7,5,4,0,7,2,36
"oh guess",0,0,1,2,2,0,0,2,5
"oh guy",1,0,2,2,1,0,2,2,8
"oh guys",2,0,1,0,0,0,1,2,4
"oh ha",0,0,1,0,0,0,1,2,2
"oh hang",1,0,0,0,0,0,1,2,2
"oh happen",0,0,1,2,0,0,0,2,3
"oh hate",0,0,1,1,0,0,0,2,2
"oh havent",0,0,2,0,0,0,1,2,3
"oh hear",2,0,0,0,1,0,3,2,6
"oh heh",1,0,0,1,0,0,0,2,2
"oh hell",0,1,3,3,1,0,0,2,8
"oh hello",3,0,3,7,3,0,9,2,25
"oh help",0,0,0,1,1,0,0,2,2
"oh heres",0,0,1,0,0,0,2,2,3
"oh hes",9,0,2,6,5,0,6,2,28
"oh hey",6,0,3,15,37,0,10,2,71
"oh hi",24,0,5,48,5,0,18,2,100
"oh ho",2,0,2,0,1,2,1,2,8
"oh hows",0,0,1,0,4,0,0,2,5
"oh huh",3,0,1,1,0,0,0,2,5
"oh id",1,0,1,1,0,0,1,2,4
"oh idea",1,0,0,0,1,0,0,2,2
"oh ill",2,0,3,3,9,0,6,2,23
"oh im",19,0,13,37,14,0,17,2,100
"oh isnt",1,0,1,3,0,0,1,2,6
"oh ive",2,0,1,2,4,1,2,2,12
"oh jer",1,0,0,0,0,0,1,2,2
"oh jerry",8,0,2,0,10,0,13,2,33
"oh just",6,2,3,11,4,0,6,2,32
"oh keep",0,0,0,1,2,0,0,2,3
"oh kind",1,0,0,1,0,0,0,2,2
"oh knew",0,0,0,1,0,0,2,2,3
"oh know",9,0,4,12,4,0,10,2,39
"oh kramer",14,0,1,6,1,0,3,2,25
"oh left",1,0,2,0,0,0,0,2,3
"oh let",1,0,0,3,0,0,1,2,5
"oh lets",1,0,1,0,1,0,0,2,3
"oh lie",1,0,0,0,0,0,1,2,2
"oh like",4,0,2,7,3,0,5,2,21
"oh listen",3,0,0,0,3,0,1,2,7
"oh look",10,0,3,9,6,0,7,2,35
"oh lost",0,0,0,1,0,0,1,2,2
"oh love",7,0,2,0,2,0,3,2,14
"oh lovely",1,0,1,1,0,0,0,2,3
"oh made",1,0,1,0,0,0,0,2,2
"oh maestro",1,0,0,0,1,0,1,2,3
"oh make",0,0,1,0,1,0,0,2,2
"oh mama",0,0,0,0,6,0,1,2,7
"oh man",12,0,6,11,11,0,0,2,40
"oh maybe",0,0,2,2,0,0,1,2,5
"oh mean",3,0,1,4,0,0,1,2,9
"oh might",0,0,1,1,0,0,0,2,2
"oh missed",1,0,1,0,1,0,0,2,3
"oh mother",0,0,2,0,0,0,1,2,3
"oh movie",1,0,0,0,1,0,0,2,2
"oh mr",3,0,1,0,0,0,5,2,9
"oh much",1,0,1,0,2,0,1,2,5
"oh must",1,0,2,3,1,0,2,2,9
"oh need",0,0,1,1,2,0,0,2,4
"oh never",2,0,0,1,0,0,0,2,3
"oh nice",2,0,1,1,5,0,1,2,10
"oh nono",0,0,1,0,1,0,1,2,3
"oh nothin",1,0,2,0,0,0,0,2,3
"oh nothing",5,0,8,8,1,0,0,2,22
"oh now",2,0,2,5,5,0,2,2,16
"oh nuts",1,0,1,0,0,0,0,2,2
"oh oh",40,0,16,14,18,1,18,2,107
"oh ok",7,0,2,2,1,0,1,2,13
"oh okay",5,0,5,6,2,0,4,2,22
"oh one",3,0,1,2,1,0,4,2,11
"oh pay",0,0,1,0,1,0,0,2,2
"oh perfect",1,0,0,1,0,0,0,2,2
"oh please",13,0,7,4,0,0,4,2,28
"oh poor",1,0,0,2,0,0,0,2,3
"oh pretty",0,0,1,1,0,0,0,2,2
"oh probably",1,0,0,0,0,0,1,2,2
"oh problem",0,0,0,4,1,0,2,2,7
"oh quite",1,0,1,0,0,0,0,2,2
"oh ran",0,0,0,1,1,0,0,2,2
"oh real",0,0,1,0,1,0,0,2,2
"oh really",7,0,4,18,1,0,9,2,39
"oh refreshing",0,0,1,1,0,0,0,2,2
"oh remember",2,0,0,0,0,0,1,2,3
"oh right",14,0,8,15,2,0,7,2,46
"oh rita",1,0,1,0,0,0,0,2,2
"oh said",1,0,0,2,0,0,0,2,3
"oh say",1,0,0,2,1,0,0,2,4
"oh scott",0,0,1,0,0,0,1,2,2
"oh see",2,0,3,10,3,0,7,2,25
"oh shes",1,0,2,4,4,0,3,2,14
"oh shut",1,0,2,2,0,0,0,2,5
"oh sorry",3,0,2,3,0,0,7,2,15
"oh sounds",3,0,0,1,0,0,2,2,6
"oh spoke",1,0,0,0,0,0,1,2,2
"oh still",0,0,1,2,0,0,0,2,3
"oh stole",0,0,1,0,0,0,1,2,2
"oh stop",1,0,0,3,4,0,6,2,14
"oh stupid",2,0,1,1,0,0,0,2,4
"oh suppose",0,0,0,1,0,0,1,2,2
"oh sure",6,0,6,8,2,0,4,2,26
"oh sweet",1,0,0,0,1,0,0,2,2
"oh take",1,0,0,1,0,0,0,2,2
"oh talked",0,0,0,0,1,0,1,2,2
"oh tell",2,0,1,1,1,0,2,2,7
"oh terrible",2,0,0,1,0,0,0,2,3
"oh thank",12,1,6,4,4,1,6,2,34
"oh thanks",5,0,5,8,0,0,4,2,22
"oh thats",20,0,18,26,15,0,19,2,98
"oh theres",0,0,4,7,6,0,2,2,19
"oh theyre",0,0,1,2,1,0,1,2,5
"oh thing",1,0,0,0,0,0,1,2,2
"oh think",4,0,5,6,1,0,5,2,21
"oh thought",3,0,1,2,0,0,0,2,6
"oh time",0,0,1,0,0,0,1,2,2
"oh told",0,0,1,1,0,0,0,2,2
"oh took",1,0,0,1,1,0,0,2,3
"oh true",0,0,0,0,2,0,1,2,3
"oh turkey",0,0,0,1,0,0,1,2,2
"oh two",1,0,0,0,0,0,1,2,2
"oh uh",8,0,13,8,9,0,7,2,45
"oh uhhh",1,0,1,0,0,0,0,2,2
"oh uhhuh",1,0,0,1,0,0,0,2,2
"oh um",2,0,0,1,0,0,3,2,6
"oh unbelievable",0,0,4,1,0,0,0,2,5
"oh understand",1,0,1,0,0,0,0,2,2
"oh vincent",1,0,0,0,1,0,0,2,2
"oh wait",4,0,2,8,1,0,4,2,19
"oh wanna",1,0,0,3,1,0,0,2,5
"oh want",0,0,2,2,1,0,2,2,7
"oh wasnt",1,0,0,2,0,0,0,2,3
"oh way",2,0,2,5,6,2,6,2,23
"oh well",28,0,11,20,25,3,23,2,110
"oh whats",0,0,3,5,2,0,3,2,13
"oh wheres",0,0,0,2,0,0,1,2,3
"oh whos",0,0,0,1,1,0,1,2,3
"oh wonderful",1,0,1,0,0,0,0,2,2
"oh wont",1,0,1,1,0,0,1,2,4
"oh wouldnt",0,0,1,1,1,0,1,2,4
"oh wow",2,0,1,3,0,0,3,2,9
