"JERRY","GEORGE","KRAMER","ELAINE","MORTY","HELEN","NEWMAN","SUSAN","ESTELLE","FRANK","All.others","word"
3,1,1,1,0,0,0,0,0,0,5,"look little"
4,4,5,8,3,0,0,0,0,0,2,"look look"
2,0,1,0,0,0,0,0,0,0,1,"look looks"
0,1,0,1,0,0,0,0,0,0,1,"look man"
1,0,1,1,0,0,0,0,0,0,0,"look maybe"
1,1,2,0,0,0,0,0,0,0,0,"look need"
1,1,0,1,0,0,0,0,1,0,0,"look nice"
1,1,1,0,0,0,0,0,0,0,0,"look now"
2,1,3,2,0,0,0,0,0,0,2,"look oh"
0,1,1,1,0,0,0,0,0,0,0,"look oh yeah"
0,1,3,1,0,0,0,0,0,0,4,"look one"
1,1,1,0,0,0,0,0,0,0,0,"look people"
0,0,1,0,0,0,0,0,0,1,1,"look pretty"
4,2,0,1,0,0,0,0,0,0,1,"look really"
1,1,0,0,0,0,0,0,0,0,1,"look right"
0,0,0,1,0,0,1,0,0,0,1,"look said"
2,1,3,1,0,0,0,0,0,0,0,"look see"
1,0,0,1,0,0,0,0,0,0,1,"look shes"
1,1,1,0,0,0,0,0,0,0,0,"look talking"
2,1,3,0,0,0,0,0,0,0,1,"look thats"
6,2,0,1,0,0,0,0,0,0,1,"look theres"
1,1,0,1,0,0,0,0,0,0,0,"look theyre"
1,0,1,0,0,0,0,0,0,0,1,"look told"
0,1,2,1,0,0,0,0,0,0,0,"look uh"
2,3,3,0,0,0,0,0,0,0,1,"look want"
3,0,3,2,0,0,0,0,0,0,1,"look well"
2,3,4,1,0,0,0,0,1,0,15,"look whos"
1,1,0,2,0,0,0,0,0,0,0,"look woman"
2,2,3,0,0,0,0,0,0,0,0,"look yeah"
4,1,3,1,0,0,0,0,0,0,1,"look youre"
1,0,1,1,0,0,0,0,0,0,1,"look youve"
13,12,9,14,0,0,1,0,0,0,9,"looked"
0,5,1,3,0,0,0,0,0,0,3,"looked like"
2,2,4,3,0,0,2,0,0,0,2,"lookin"
84,64,52,45,11,6,2,0,3,7,67,"looking"
4,2,2,3,4,0,0,0,0,0,0,"looking around"
1,1,0,0,1,0,0,0,0,0,0,"looking dont"
3,0,3,1,0,0,0,0,0,0,1,"looking forward"
3,0,1,0,0,0,0,0,0,0,2,"looking good"
1,1,1,1,0,0,0,0,0,0,2,"looking guy"
0,1,1,1,0,2,0,0,0,0,1,"looking jerry"
1,1,1,0,0,0,0,0,0,0,0,"looking picture"
1,0,2,1,0,0,0,0,0,0,0,"looking shirt"
2,0,1,0,1,0,0,0,0,0,1,"looking someone"
1,0,0,0,0,0,0,0,0,1,2,"looking thats"
4,2,1,1,0,0,0,0,0,0,2,"looking watch"
0,0,1,3,0,1,0,0,0,0,0,"looking window"
3,1,1,0,0,0,0,0,1,0,0,"looking yeah"
71,51,44,44,2,3,4,1,2,6,75,"looks"
0,1,0,1,0,0,0,0,0,0,1,"looks arent"
2,2,3,2,0,0,0,0,0,0,0,"looks around"
1,1,1,0,0,0,0,0,0,0,0,"looks back"
1,0,1,0,0,0,0,0,0,0,1,"looks elaine"
0,1,1,3,0,0,0,0,0,0,1,"looks exactly"
0,1,1,3,0,0,0,0,0,0,0,"looks exactly like"
1,1,1,1,0,0,0,0,0,0,1,"looks familiar"
0,2,1,2,0,0,0,0,0,0,2,"looks george"
2,1,1,2,0,0,0,0,0,0,1,"looks good"
2,0,1,1,0,0,1,0,0,0,1,"looks jerry"
2,0,1,0,0,0,0,0,0,0,3,"looks kramer"
22,7,10,8,2,0,2,0,0,0,25,"looks like"
1,0,1,0,0,0,0,0,0,0,1,"looks like hes"
1,0,0,1,0,0,1,0,0,0,0,"looks like man"
0,0,0,1,1,0,0,0,0,0,1,"looks like youre"
0,0,0,1,0,0,0,0,1,0,1,"looks nice"
1,2,0,1,0,0,0,0,0,0,1,"looks pretty"
1,0,0,0,0,1,0,0,1,0,0,"looks ridiculous"
1,1,0,2,0,0,0,0,0,0,0,"looks table"
1,0,0,1,0,0,0,1,0,0,0,"looks tv"
2,1,0,1,0,0,0,0,0,0,4,"looks watch"
2,1,0,1,0,0,0,0,0,0,0,"loop"
1,2,0,0,2,0,0,0,0,1,0,"loops"
0,3,6,1,0,0,0,0,0,0,1,"loose"
1,2,1,0,0,0,0,0,0,0,0,"loosen"
4,0,2,1,0,0,0,0,0,0,0,"lopper"
3,0,1,1,0,0,0,0,0,0,2,"lorraine"
13,14,4,2,0,0,1,0,0,1,5,"lose"
2,6,2,2,0,0,0,0,0,0,4,"loser"
3,1,0,1,0,0,0,0,0,0,0,"losers"
2,0,3,1,0,0,0,0,0,0,1,"loses"
9,9,1,1,0,0,0,0,0,0,5,"losing"
2,0,1,0,0,0,0,0,0,1,0,"loss"
30,19,17,13,1,0,3,0,0,1,27,"lost"
0,0,1,1,0,0,0,0,0,0,1,"lost balance"
1,2,2,0,0,0,0,0,0,0,4,"lost found"
4,1,0,1,0,0,0,0,0,0,2,"lost job"
0,1,1,0,0,0,0,0,0,0,2,"lost lot"
0,0,1,1,0,0,0,0,0,0,1,"lost well"
76,67,37,34,0,1,1,3,0,3,68,"lot"
2,4,3,1,0,0,0,0,0,0,1,"lot better"
0,1,1,1,0,0,0,0,0,0,0,"lot like"
2,1,0,2,0,0,0,0,0,1,4,"lot money"
2,5,2,0,0,0,0,0,0,0,4,"lot people"
2,2,0,1,0,0,0,0,0,0,1,"lot pressure"
0,0,3,1,0,0,0,0,0,0,1,"lot things"
0,3,0,1,0,0,0,0,0,0,1,"lot thought"
1,1,1,1,0,0,0,0,0,0,2,"lot trouble"
2,1,1,0,0,0,0,0,0,0,1,"lot women"
2,2,0,0,0,0,0,0,0,0,1,"lot work"
0,1,5,0,0,1,0,0,0,0,0,"lotion"
2,3,1,0,0,0,0,0,0,0,0,"lots"
3,2,1,0,0,0,0,0,0,0,1,"lotta"
1,0,1,5,0,0,0,0,0,0,5,"lou"
7,7,3,9,5,2,1,0,0,1,9,"loud"
3,1,0,3,1,0,0,0,0,0,3,"louder"
0,2,3,3,0,0,1,0,0,0,0,"loudly"
5,1,1,0,0,0,0,0,0,0,0,"louis"
4,2,0,0,0,0,0,0,0,0,1,"louise"
81,77,39,41,0,0,9,8,2,7,81,"love"
1,1,1,0,0,0,0,0,0,0,0,"love dont"
2,0,1,2,0,0,0,0,0,0,0,"love drake"
0,1,0,1,0,0,1,0,0,0,1,"love go"
0,2,4,1,0,0,0,0,0,0,0,"love jerry"
1,1,0,1,0,0,0,1,0,0,2,"love just"
1,0,1,0,0,0,0,0,0,0,1,"love kramer"
1,2,1,0,0,0,0,0,0,0,2,"love much"
1,2,2,0,0,0,0,1,0,0,0,"love oh"
4,2,1,0,0,0,0,0,0,0,0,"love people"
0,1,0,1,0,0,1,0,0,0,0,"love see"
0,1,1,2,0,0,0,0,0,0,2,"love yeah"
2,0,1,0,0,0,0,0,0,0,1,"love youre"
3,9,1,2,0,0,1,0,0,1,5,"loved"
5,8,2,2,0,1,0,0,1,1,6,"lovely"
1,0,1,0,0,0,0,0,0,0,1,"lover"
4,6,5,4,0,1,0,0,0,0,6,"loves"
2,2,2,1,0,0,0,0,0,0,1,"loving"
5,5,3,2,1,0,0,0,0,0,3,"low"
1,0,1,0,1,0,0,0,0,0,0,"low flow"
1,0,0,1,0,0,0,0,0,0,1,"lowcut"
1,0,0,1,0,0,0,0,0,0,1,"lowcut dress"
1,0,1,1,0,0,0,0,0,0,1,"lower"
1,0,1,0,0,0,0,0,0,0,1,"lowtalker"
1,0,0,1,0,0,0,0,0,0,2,"loyal"
14,9,2,5,0,0,1,0,0,0,13,"luck"
9,8,6,6,1,1,0,0,0,0,15,"lucky"
0,1,1,2,0,0,0,0,0,0,0,"lucky day"
1,0,1,1,0,0,0,0,0,0,0,"lug"
0,0,1,1,0,0,0,0,0,0,2,"lumbar"
2,1,0,1,0,0,0,0,0,0,1,"lunatic"
26,33,4,17,1,0,1,0,1,0,30,"lunch"
0,1,0,1,0,0,0,0,0,0,3,"lunch ill"
1,2,0,1,0,0,0,0,0,0,0,"lunch oh"
4,5,0,0,0,0,0,0,0,0,1,"lupe"
1,0,1,0,0,0,0,0,0,0,2,"lure"
1,1,0,1,0,0,0,0,0,0,0,"lustrous"
0,1,0,0,0,0,0,0,1,1,0,"lycraspandex"
11,9,3,6,1,0,0,0,0,1,4,"lying"
1,1,2,0,0,0,0,0,0,0,1,"lyndon"
1,1,2,0,0,0,0,0,0,0,1,"lyndon johnson"
1,1,1,0,0,0,0,0,0,0,0,"ma whats"
0,3,1,0,0,0,0,0,0,0,2,"maana"
27,12,4,17,0,0,0,0,0,0,14,"machine"
1,1,3,2,0,0,0,0,0,0,1,"machines"
13,10,4,3,1,0,0,1,0,0,10,"mad"
1,1,2,0,0,0,0,0,0,0,0,"madam"
53,56,26,27,2,2,8,1,4,4,47,"made"
2,3,0,0,0,1,1,0,0,0,0,"made big"
1,1,0,0,0,0,0,0,0,1,1,"made get"
1,0,0,1,0,0,0,0,0,0,1,"made just"
2,3,1,0,0,0,0,0,0,0,1,"made mistake"
1,0,0,1,0,0,0,0,0,0,3,"made special"
0,1,0,1,0,0,0,0,0,0,1,"made terrible"
1,1,1,0,0,0,0,0,0,0,0,"made think"
1,0,0,1,0,0,0,0,0,0,1,"made wear"
0,1,1,0,0,0,0,0,1,0,4,"madison"
0,1,0,0,0,0,0,0,1,0,3,"madison square"
0,1,0,0,0,0,0,0,1,0,3,"madison square garden"
7,1,6,11,0,0,0,0,2,3,6,"maestro"
1,0,1,1,0,0,0,0,0,0,0,"maestro yeah"
6,4,6,8,0,0,0,0,0,1,9,"magazine"
3,1,0,1,0,0,0,0,0,0,2,"magazines"
2,2,1,0,1,0,0,0,0,0,2,"magic"
1,3,3,0,0,0,0,0,0,0,1,"magnificent"
6,6,2,3,0,0,0,0,0,0,8,"maid"
23,8,10,10,1,2,21,0,1,2,12,"mail"
3,4,4,1,0,0,1,0,0,0,0,"mailman"
6,0,1,0,0,0,0,0,0,0,2,"main"
2,2,1,0,0,0,0,0,0,0,0,"maintain"
2,3,2,3,0,0,0,0,0,0,2,"major"
155,87,70,62,11,5,7,2,2,9,115,"make"
0,1,0,3,1,0,0,0,0,0,0,"make big"
0,1,0,1,1,0,0,0,0,0,0,"make big deal"
3,4,0,0,0,0,0,0,0,0,2,"make call"
0,1,1,1,0,0,0,0,0,0,0,"make changes"
0,1,0,1,0,0,0,0,0,0,1,"make clear"
1,0,0,1,0,0,0,0,0,0,1,"make conversation"
1,3,0,0,1,0,0,0,1,0,0,"make difference"
1,3,0,1,0,0,0,0,0,0,2,"make em"
2,1,0,0,0,0,0,0,0,0,1,"make fun"
4,0,1,1,0,0,0,0,0,0,0,"make good"
0,2,2,1,0,0,0,0,0,0,0,"make great"
1,0,1,0,0,0,0,0,0,0,1,"make happy"
1,1,0,0,0,0,0,0,0,0,1,"make know"
0,1,0,0,1,0,0,0,0,0,1,"make left"
2,1,2,1,0,0,0,0,0,0,0,"make little"
0,2,1,0,0,0,0,0,0,1,0,"make love"
2,1,0,0,1,0,0,1,0,0,0,"make money"
3,1,1,0,0,0,0,0,0,0,0,"make move"
3,0,1,1,0,0,0,0,0,0,2,"make people"
0,1,3,0,0,0,0,0,0,0,1,"make pizza"
1,1,0,0,0,0,0,0,0,0,1,"make plan"
8,3,3,4,2,0,0,0,0,0,11,"make sure"
1,0,2,0,0,0,1,0,0,0,1,"make us"
4,2,2,3,0,0,0,0,1,0,1,"maker"
38,38,24,15,1,0,5,0,0,0,16,"makes"
1,1,2,1,0,0,0,0,0,0,0,"makes sense"
0,1,1,0,0,0,0,0,0,0,1,"makes series"
2,1,1,1,0,0,1,0,0,0,1,"makes think"
5,4,0,1,0,0,0,1,0,0,1,"makeup"
4,4,0,1,0,0,0,1,0,0,0,"makeup sex"
50,19,15,22,1,2,1,2,0,0,29,"making"
3,0,2,1,0,0,0,0,0,0,1,"making big"
1,0,2,1,0,0,0,0,0,0,1,"making big mistake"
2,0,1,1,0,0,0,0,0,0,2,"making fun"
2,0,1,1,0,0,0,0,0,0,1,"making much"
2,2,1,1,0,0,0,0,0,0,0,"making thirsty"
3,3,2,1,0,0,0,0,0,0,5,"male"
5,1,1,0,0,0,1,0,0,0,1,"mall"
0,1,14,0,0,0,0,0,0,2,3,"mama"
96,79,109,79,2,0,4,2,1,4,125,"man"
0,0,1,1,0,0,0,0,0,0,1,"man alright"
0,1,0,0,0,0,1,0,0,1,0,"man can"
0,1,1,1,0,0,0,0,0,0,0,"man cant"
1,1,0,0,0,0,0,0,0,0,1,"man come"
1,1,2,0,0,0,0,0,0,0,0,"man doesnt"
1,0,2,1,0,0,0,0,0,0,1,"man dont"
1,2,0,0,0,0,0,0,0,0,2,"man gave"
3,0,1,0,0,0,0,0,0,0,2,"man george"
1,0,0,2,0,0,0,0,0,0,1,"man going"
1,1,0,1,0,0,0,0,0,0,0,"man got"
1,0,3,4,0,0,0,0,0,0,0,"man hes"
0,0,1,1,0,0,0,0,0,0,1,"man hey"
0,1,0,0,0,0,0,1,0,0,3,"man ill"
3,4,5,2,0,0,0,0,0,0,8,"man im"
0,1,0,1,0,0,0,0,0,0,1,"man jerry"
1,1,0,0,0,0,0,0,0,0,1,"man just"
2,1,4,0,0,0,0,0,0,0,1,"man know"
0,1,1,6,0,0,0,0,0,0,0,"man kramer"
2,1,1,0,0,0,0,0,0,0,3,"man like"
2,1,0,1,0,0,0,0,0,0,0,"man look"
0,0,1,1,0,0,0,0,0,0,1,"man made"
3,1,0,0,0,0,0,0,0,0,1,"man make"
0,1,1,0,0,0,1,0,0,0,0,"man makes"
0,2,0,1,0,0,0,0,0,0,2,"man nice"
0,1,1,3,0,0,0,0,0,0,1,"man oh"
0,1,0,1,0,0,0,0,0,0,1,"man right"
1,1,0,0,0,0,0,1,0,0,0,"man sitting"
1,1,2,0,0,0,0,0,0,0,1,"man thats"
1,0,1,2,0,0,0,0,0,0,0,"man think"
0,1,1,1,0,0,0,0,0,0,0,"man trying"
1,1,0,0,0,0,0,0,0,0,1,"man way"
2,4,2,0,0,0,0,0,0,0,0,"man well"
1,0,1,0,0,0,0,0,0,0,2,"man whats"
2,0,0,2,0,0,0,0,0,0,1,"man woman"
1,3,2,0,0,0,0,0,0,0,2,"man yeah"
0,0,1,1,0,0,0,0,0,0,3,"man youre"
3,0,0,3,0,0,0,0,0,0,2,"manage"
5,2,1,0,0,0,0,0,0,0,2,"management"
5,6,5,3,0,0,0,0,0,0,11,"manager"
9,0,0,0,0,1,0,0,0,0,4,"mandelbaum"
1,1,3,1,0,0,0,0,0,0,1,"mango"
3,0,2,0,0,0,0,0,0,0,1,"mangos"
2,2,1,0,0,0,0,0,0,1,5,"manhattan"
1,1,1,2,0,0,0,0,0,0,0,"maniac"
0,0,0,1,0,0,0,0,0,1,3,"manicure"
0,1,4,7,0,0,0,0,0,0,1,"mannequin"
1,2,0,0,0,0,0,0,0,0,2,"manner"
4,0,1,0,0,0,0,0,0,0,13,"manny"
7,3,3,3,0,0,3,0,0,1,3,"mans"
5,5,4,0,0,0,0,0,0,0,5,"mantle"
2,1,2,0,0,0,0,0,0,0,0,"manual"
1,1,0,1,0,0,0,0,0,0,2,"manure"
1,0,1,7,0,0,0,0,0,0,2,"manuscript"
40,21,10,10,0,1,2,1,1,1,29,"many"
1,1,0,1,0,0,0,0,0,0,2,"many many"
10,3,1,1,0,0,0,0,0,0,0,"many people"
1,2,0,0,0,0,0,0,0,0,2,"many things"
5,1,1,0,0,0,0,0,1,0,4,"many times"
3,2,0,0,0,0,0,0,0,0,2,"many years"
2,1,0,0,1,2,0,0,0,0,2,"manya"
2,0,4,1,0,0,0,0,0,0,0,"map"
2,0,0,3,0,0,0,0,0,0,1,"marathon"
3,2,0,0,0,0,0,0,0,1,4,"marble"
1,1,0,0,0,0,0,0,0,1,4,"marble rye"
5,0,6,1,0,0,0,0,0,0,0,"marcelino"
5,4,0,0,0,0,0,1,0,0,2,"march"
1,2,0,0,0,0,0,0,0,0,1,"marcy"
2,0,0,0,0,0,1,0,0,0,1,"margaret"
2,0,0,1,0,0,0,0,0,0,1,"marie"
1,0,0,1,0,0,0,0,0,0,1,"marie benes"
2,4,0,0,0,0,0,0,0,0,2,"marine"
1,2,0,0,0,0,0,0,0,0,2,"marine biologist"
3,17,0,1,0,0,0,1,0,0,1,"marisa"
3,10,0,1,0,0,0,1,0,0,1,"marisa tomei"
2,4,1,0,0,0,1,0,0,0,9,"mark"
6,8,3,6,0,0,1,1,0,0,8,"market"
1,4,2,2,0,0,0,0,0,0,3,"marks"
9,3,0,4,0,0,0,0,0,0,2,"marla"
2,1,2,0,0,0,0,0,0,0,0,"marlene"
3,0,1,1,0,0,0,0,0,0,0,"maroon"
3,0,1,1,0,0,0,0,0,0,0,"maroon golf"
8,0,2,4,0,0,0,0,0,0,2,"marriage"
26,21,4,14,1,1,1,0,0,0,18,"married"
3,0,0,1,0,0,0,0,0,0,2,"married oh"
1,1,0,2,0,0,0,0,0,0,0,"married yeah"
4,10,0,3,0,0,0,1,0,0,2,"marry"
9,1,3,0,0,0,1,0,0,0,5,"martin"
1,1,0,0,0,0,0,0,0,0,1,"martine"
2,0,1,0,0,0,0,0,0,0,1,"marty"
8,3,3,2,0,0,0,0,0,0,6,"mary"
11,10,2,4,0,0,0,0,0,0,13,"massage"
1,0,1,1,0,0,0,0,0,0,0,"massages"
1,2,1,0,0,0,0,0,0,0,1,"massive"
6,8,5,2,0,0,0,0,0,0,3,"master"
3,0,1,0,0,0,0,0,0,0,1,"master domain"
2,0,0,0,0,0,0,0,0,1,1,"mat"
6,1,4,3,0,0,0,0,1,1,4,"match"
9,3,1,3,0,0,0,0,2,1,12,"material"
1,1,2,0,0,0,0,0,0,0,0,"matron"
46,19,19,27,1,5,4,0,0,1,31,"matter"
1,0,1,0,0,0,0,0,0,0,1,"matter dont"
4,2,2,3,0,0,1,0,0,0,3,"matter fact"
1,0,1,0,0,0,0,0,0,0,1,"matter hey"
1,1,0,0,0,0,0,0,0,0,1,"matter im"
1,0,1,0,0,0,1,0,0,0,0,"matter just"
2,0,2,2,0,0,0,0,0,0,3,"matter oh"
3,0,0,1,0,0,0,0,0,0,1,"matter whats"
2,1,0,1,0,0,0,0,0,0,1,"matter youre"
0,1,2,1,0,0,1,0,0,0,1,"matters"
1,0,2,9,0,0,0,0,0,0,5,"mattress"
2,2,0,2,0,1,0,0,0,0,0,"mature"
0,1,0,1,0,0,0,0,0,0,1,"matured"
2,1,0,0,0,0,0,0,0,0,1,"matzoh"
2,1,0,0,0,0,0,0,0,0,1,"matzoh ball"
1,0,0,1,0,0,0,0,0,0,1,"maximum"
39,29,8,6,0,2,3,0,1,2,47,"may"
1,1,0,0,0,0,0,0,0,0,2,"may ask"
2,1,0,0,0,0,0,0,0,0,8,"may help"
1,1,0,0,0,0,0,0,0,0,1,"may help oh"
1,1,0,1,0,0,0,0,0,0,1,"may never"
2,1,0,0,0,0,0,0,0,0,5,"may say"
197,136,49,67,7,5,6,1,5,9,76,"maybe"
2,1,0,1,0,0,0,0,0,0,0,"maybe ask"
2,0,0,1,1,0,0,0,0,0,2,"maybe better"
2,4,0,2,0,0,0,0,0,0,1,"maybe call"
8,3,3,1,1,0,0,1,0,0,3,"maybe can"
3,3,1,0,1,0,0,0,0,0,0,"maybe can get"
2,1,0,1,1,0,0,0,0,0,0,"maybe doesnt"
0,2,0,5,0,0,0,0,1,0,2,"maybe dont"
0,1,0,0,0,0,0,0,0,1,1,"maybe even"
1,0,1,0,0,0,0,0,0,0,1,"maybe five"
3,3,0,1,0,0,0,0,0,0,2,"maybe get"
2,2,1,0,0,0,1,0,0,0,0,"maybe go"
8,4,1,2,0,0,0,0,0,0,2,"maybe hes"
14,9,4,6,0,0,0,0,0,0,3,"maybe ill"
1,1,0,1,0,0,0,0,0,0,0,"maybe ill get"
0,1,2,2,0,0,0,0,0,0,0,"maybe ill go"
5,1,1,1,0,0,0,0,0,0,0,"maybe ill just"
0,2,0,2,0,0,0,0,0,0,1,"maybe im"
5,4,1,4,0,0,0,0,0,0,2,"maybe just"
2,0,0,1,0,0,1,0,0,0,0,"maybe kramer"
3,1,0,1,0,0,0,0,0,0,1,"maybe little"
0,1,0,1,0,0,0,0,0,0,1,"maybe need"
1,1,0,0,0,0,0,0,0,0,1,"maybe one"
0,3,2,1,0,0,0,0,0,0,1,"maybe shes"
0,1,0,1,0,1,0,0,0,0,2,"maybe shouldnt"
1,2,0,0,0,0,0,0,1,1,1,"maybe take"
2,0,0,0,1,0,0,0,0,0,1,"maybe talk"
2,1,2,0,0,0,0,0,0,0,0,"maybe thats"
1,3,1,0,0,0,0,0,1,0,0,"maybe theres"
3,0,1,0,0,0,1,0,0,0,1,"maybe uh"
5,3,1,2,0,0,0,0,0,0,0,"maybe well"
4,1,3,0,0,0,0,0,0,0,3,"maybe will"
2,1,1,0,0,0,0,0,0,0,0,"maybe wont"
6,0,1,1,0,0,0,0,0,0,2,"maybe youre"
5,1,3,7,0,0,0,0,0,0,3,"mayo"
4,6,3,6,1,0,0,0,1,1,3,"meal"
1,3,1,0,0,0,0,0,0,0,0,"meals"
225,114,65,171,4,2,10,1,0,9,92,"mean"
1,1,0,1,0,0,0,0,0,0,0,"mean almost"
4,3,1,5,0,0,0,0,0,0,3,"mean anything"
0,1,0,1,0,0,0,0,0,0,1,"mean anything well"
3,3,0,2,0,0,0,0,0,0,0,"mean can"
2,0,0,6,0,0,1,0,0,0,0,"mean cant"
4,2,0,2,0,0,0,0,0,0,0,"mean come"
2,1,0,1,0,0,0,0,0,0,0,"mean didnt"
0,0,1,2,0,0,1,0,0,0,0,"mean doesnt"
10,2,0,8,0,0,0,0,0,0,3,"mean dont"
2,1,0,2,0,0,0,0,0,0,0,"mean dont know"
1,1,0,0,0,1,0,0,0,0,1,"mean elaine"
1,0,0,1,0,0,0,0,0,0,2,"mean ever"
1,0,1,1,0,0,0,0,0,0,0,"mean feel"
1,0,1,1,0,0,0,0,0,1,1,"mean george"
0,1,0,2,0,0,1,0,0,0,0,"mean get"
2,1,1,0,0,0,0,0,0,0,0,"mean got"
3,1,2,1,0,0,0,0,0,0,1,"mean hes"
5,2,2,3,0,0,0,0,0,0,4,"mean im"
5,4,1,5,0,0,0,0,0,0,1,"mean just"
2,2,2,5,0,0,0,0,0,0,1,"mean know"
9,3,1,9,0,0,0,0,0,1,3,"mean like"
4,4,0,3,0,0,0,0,0,0,0,"mean look"
1,2,0,0,0,0,0,0,0,0,1,"mean love"
1,1,0,1,0,0,0,0,0,0,0,"mean need"
1,1,0,0,0,0,0,0,0,0,1,"mean never"
3,3,0,3,0,0,0,0,0,0,1,"mean oh"
1,1,0,1,0,0,0,0,0,0,1,"mean one"
0,0,1,0,0,0,1,0,0,0,1,"mean right"
1,0,0,1,0,0,0,0,0,0,1,"mean something"
4,1,0,1,0,0,0,0,0,0,1,"mean thats"
6,2,0,2,0,0,0,0,0,0,1,"mean theyre"
3,1,0,4,0,0,0,0,0,0,0,"mean think"
1,1,0,1,0,0,0,0,0,0,0,"mean thinks"
3,0,0,2,0,0,0,0,0,0,1,"mean thought"
1,4,1,0,0,0,0,0,0,0,0,"mean uh"
1,0,1,0,0,0,0,1,0,0,1,"mean want"
1,1,2,1,0,0,0,0,0,0,1,"mean well"
6,3,1,1,0,0,0,0,0,0,2,"mean youre"
2,0,1,1,0,0,0,0,0,0,0,"meaning"
1,1,2,0,0,0,0,0,0,0,1,"meaningless"
19,7,4,12,1,0,1,0,0,1,8,"means"
1,0,2,1,0,0,0,0,0,0,1,"means im"
8,2,1,0,0,0,1,0,0,1,3,"meant"
2,1,0,2,0,0,0,0,0,0,1,"meanwhile"
1,1,0,1,0,0,0,0,0,0,0,"meanwhile im"
6,6,20,0,1,0,0,0,0,0,6,"meat"
1,0,1,0,0,0,0,0,0,0,1,"meats"
6,6,1,3,0,0,0,0,0,0,1,"mechanic"
2,1,0,1,0,0,0,0,0,0,0,"mechanics"
1,0,2,0,0,0,0,0,0,0,4,"media"
3,3,3,3,0,0,0,0,0,0,9,"medical"
0,1,0,1,0,0,0,0,0,0,1,"medical school"
5,0,1,1,0,0,0,0,0,0,2,"medication"
6,3,4,3,0,0,0,0,0,0,7,"medicine"
2,1,0,1,0,0,0,0,0,0,1,"medicine cabinet"
4,3,0,4,0,0,0,0,0,0,8,"medium"
55,46,18,39,0,0,1,2,0,0,60,"meet"
0,0,1,1,0,0,1,0,0,0,0,"meet coffee"
0,0,1,1,0,0,1,0,0,0,0,"meet coffee shop"
1,1,0,2,0,0,0,0,0,0,2,"meet friend"
2,0,1,0,0,0,0,0,0,0,1,"meet guy"
1,1,0,0,0,0,0,0,0,0,3,"meet jerry"
1,1,0,0,0,0,0,0,0,0,1,"meet kramer"
0,1,1,0,0,0,0,0,0,0,1,"meet like"
2,0,1,0,0,0,0,1,0,0,1,"meet oh"
0,0,1,0,0,0,0,1,0,0,1,"meet thank"
34,20,5,14,0,2,0,0,1,0,37,"meeting"
1,0,0,1,0,0,0,0,0,0,1,"meeting hi"
2,3,1,1,0,0,0,0,0,1,3,"meets"
0,0,1,2,0,0,0,0,0,0,1,"mel"
1,1,0,0,0,0,0,0,0,0,3,"melissa"
2,0,0,2,0,0,0,0,0,0,1,"melrose"
2,1,2,0,1,0,0,0,0,0,3,"member"
2,0,0,1,0,0,0,0,0,0,3,"memma"
1,1,2,0,1,0,0,0,0,0,2,"memory"
2,0,1,0,0,0,0,0,0,0,3,"memphis"
41,9,6,12,0,0,0,0,1,1,6,"men"
4,1,0,1,0,0,0,0,0,0,1,"men know"
1,0,1,0,0,0,0,0,0,0,1,"men like"
2,2,1,1,0,0,0,0,0,0,2,"mens"
10,7,4,1,0,0,0,0,0,0,1,"mental"
3,1,0,2,0,0,0,0,0,0,2,"mentally"
20,8,6,9,0,0,0,0,0,1,9,"mention"
2,1,0,1,0,0,0,0,0,0,1,"mention anything"
0,1,3,0,0,0,0,0,0,0,1,"mention name"
10,9,5,3,0,0,1,0,1,1,6,"mentioned"
11,3,0,0,0,0,0,0,0,0,5,"mentor"
4,8,0,1,0,0,0,0,0,0,3,"menu"
0,2,1,1,0,0,0,0,0,0,1,"menus"
0,1,0,0,1,0,0,0,0,0,1,"merchandise"
1,1,0,0,0,0,0,0,0,1,0,"mercury"
3,1,0,0,0,0,0,0,0,0,2,"merely"
0,1,1,0,0,0,0,1,1,0,4,"merlot"
0,1,1,0,0,0,0,1,0,0,0,"merlot dont"
2,1,1,0,0,0,0,0,0,0,0,"merman"
2,4,3,1,0,0,0,0,0,0,3,"merry"
0,3,3,1,0,0,0,0,0,0,3,"merry christmas"
12,0,0,1,0,0,0,0,0,0,1,"meryl"
1,0,1,0,0,0,0,0,0,0,3,"mesmerized"
2,0,1,2,0,0,0,0,0,0,9,"mess"
18,8,2,8,0,0,0,0,0,1,14,"message"
7,7,1,0,0,0,0,0,0,0,4,"messages"
0,1,2,0,0,0,0,0,0,0,1,"messy"
32,29,13,28,0,0,0,1,0,0,17,"met"
0,1,0,1,0,0,0,1,0,0,0,"met dont"
1,1,0,1,0,0,0,0,0,0,0,"met george"
4,1,0,1,0,0,0,0,0,0,0,"met guy"
1,0,1,1,0,0,0,0,0,0,0,"met shes"
0,1,1,1,0,0,0,0,0,0,0,"met woman"
4,0,0,1,0,0,0,0,0,0,2,"metal"
0,1,0,0,0,0,0,0,0,1,1,"meters"
1,1,1,0,0,0,0,0,0,0,0,"method"
1,6,2,1,0,0,3,0,0,0,5,"mets"
2,1,1,1,0,0,0,0,0,0,1,"mexican"
1,0,0,2,0,0,0,0,0,0,4,"mexico"
1,0,0,1,0,0,0,0,0,0,1,"meyer"
2,2,0,0,0,0,0,0,0,0,1,"meyers"
